W/C,W/B,A/C,Cement,Silica fume,Fly ash,Slag,Metakaolin,Filler,Superplasticizer,SAP,SAP size,SAP water uptake,Time,Shrinkage/Swelling
0.25,0.25,2.82,582,0,0,0,0,0,1.4,0,200,13,7,-250.9
0.4,0.4,0,450,0,0,0,0,0,0,0,0,0,7,-246.1
0.313,0.25,1.2,780,25,0,0,0,0,1.4,0,0,0,7,-245.4
0.28,0.25,0,1567,11.1,0,0,0,0,0,0.7,200,13,7,-244.7
0.492,0.47,3.15,493,0,0,0,0,5.26,0,0,0,0,7,-243.6
0.22,0.175,0.149,1446,0,0,0,0,25,1.2,0,0,0,7,-243
0.324,0.3,2.86,540,8.15,0,0,0,0,2.2,0,0,0,7,-236.6
0.367,0.33,3.86,444,11,0,0,0,0,1.5,0,0,0,7,-236
0.3,0.3,3.1,533,0,0,0,0,0,0.3,0,0,0,7,-235.3
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,324,20,7,-233.8
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-232
0.3,0.3,2.72,583,0,0,0,0,0,1,0,0,0,7,-230.7
0.443,0.374,4.97,350,0,18.28,0,0,0,1,0,0,0,7,-230.6
0.44,0.157,0,714,0,0,100,0,60,0.8,0,0,0,7,-230.4
0.3,0.3,2.73,583,0,0,0,0,0,1,0,0,0,7,-230.2
0.387,0.35,3.5,490,11.22,0,0,0,0,1.88,0,0,0,7,-224.8
0.31,0.31,3.4,500,0,0,0,0,0,0,0,0,0,7,-223.5
0.31,0.31,3.4,500,0,0,0,0,0,7,0,0,0,7,-222.1
0.522,0.47,3.33,467,0,0,11.1,0,0,0,0,0,0,7,-221.7
0.47,0.47,3,520,0,0,0,0,0,0,0,0,0,7,-221.1
0.27,0.27,2.53,622,0,0,0,0,0,2,0,0,0,7,-219.2
0.27,0.25,3.79,456,7.89,0,0,0,0,7.68,0,0,0,7,-219
0.31,0.31,3.4,500,0,0,0,0,0,7,0,0,0,7,-218.9
1.6,0.32,0,316.2,0,0,350,0,50,0,0,0,0,7,-218.7
0.38,0.38,3.69,468,0,0,0,0,0,1,0,125,10,7,-218.5
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0,137,20,7,-217.5
0.38,0.266,4.22,385,0,42.85714286,0,0,0,9.09,0,0,0,7,-217.2
0.3,0.3,2.679,583,0,0,0,0,0,1.9,0,0,0,7,-217
0.38,0.266,4.22,385,0,42.86,0,0,0,0,0,0,0,7,-216.1
0.28,0.28,2.94,589,0,0,0,0,0,1.1,0,0,0,7,-215
0.3,0.3,0,1619,0,0,0,0,0,0.42,0.257,40,21,7,-210.8
0.3,0.3,0,1619,0,0,0,0,0,0.42,0.257,100,21,7,-207.5
0.386,0.27,3.59,435,0,0,43,0,0,2,0,0,0,7,-206.3
0.28,0.252,2.82,576,11.11,0,0,0,0,2,0,0,0,7,-205.7
0.492,0.385,5.53,315,7.6,20.3,0,0,0,1,0,0,0,7,-203.8
0.34,0.306,3.74,450,0,11.11,0,0,0,0,0,0,0,7,-199.9
0.34,0.306,3.74,450,0,11.11,0,0,0,7.78,0,0,0,7,-197.8
0.429,0.3,3.676,408,14.2,28.7,0,0,0,2.1,0,0,0,7,-196.4
0.671,0.47,4.29,362,0,0,42.85,0,0,0,0,0,0,7,-195.5
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.6,95,15,7,-192.2
0.462,0.3,3.85,390,0,53.8,0,0,0,0.9,0,0,0,7,-191.8
0.352,0.3,3.08,496,0,17.7,0,0,0,1.8,0,0,0,7,-190.3
0.3,0.3,2.82,582,0,0,0,0,0,1.2,0,200,13,7,-187.1
0.308,0.213,3.14,497,10,0,0,0,34,2.07,0,0,0,7,-187
0.4,0.4,1.54,920,0,0,0,0,0,0.39,0,0,0,7,-183.6
0.352,0.3,3.08,496,5.84,11.69,0,0,0,1.9,0,0,0,7,-182.1
0.35,0.35,3.13,547,0,0,0,0,0,1.07,0,0,0,7,-179.3
0.416,0.25,1.2,585,0,0,66.6,0,0,1.4,0,0,0,7,-177.6
0.64,0.32,6.22,263,0,0,100,0,0,1.8,0,0,0,7,-177.3
0.26,0.234,4.02,446,11.21,0,0,0,0,0,0,0,0,7,-177.1
0.30044843,0.26,4.02,446,11.2,0,0,0,0,2,0,0,0,7,-174.3
0.37,0.342,3.72,461,8.1,0,0,0,0,2.58,0,0,0,7,-174
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,586,20,7,-173.8
0.429,0.3,3.679,408,0,42.9,0,0,0,1.7,0,0,0,7,-169.6
0.39,0.312,4.17,400,0,25,0,0,0,0,0,0,0,7,-169.1
0.26,0.247,3.83,471,5.31,0,0,0,0,0,0,0,0,7,-168.5
0.57,0.392,2.2,638,0,42.85,0,2.85,0,0.39,0,0,0,7,-168.5
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,-166.1
0.39,0.312,4.17,400,0,25,0,0,0,8.75,0,0,0,7,-165.9
0.39,0.312,4.17,400,0,25,0,0,0,8.75,0,0,0,7,-164.9
0.3,0.27,3.91,446,11.21,0,0,0,0,0,0,0,0,7,-164.6
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.05,137,20,7,-164
0.435,0.297,3.74,415.9,0,0,0,10.5,36.2,1.46,0,0,0,7,-161.9
0.342,0.3,3.91,447,11.2,0,0,0,0,1.64,0,0,0,7,-161.4
0.3,0.3,2.64,500,0,0,0,0,0,0,0,0,0,7,-161
0.25,0.25,1.2,975,0,0,0,0,0,1.4,0,0,0,7,-160.4
0.3,0.3,0,1619,0,0,0,0,0,0.42,0.38,40,21,7,-157.8
0.35,0.35,3.85,450,0,0,0,0,0,0,0,0,0,7,-157.7
0.43,0.398,3.83,413,8.1,0,0,0,35.79,2.66,0,0,0,7,-157.2
0.35,0.35,3.85,450,0,0,0,0,0,7.78,0,0,0,7,-156.3
0.3,0.285,3.73,471,5.31,0,0,0,0,0,0,0,0,7,-151.4
0.45,0.428,4.3,400,0,5,0,0,0,0.7,0,0,0,7,-150.9
0.25,0.227,3.22,545,10.09,0,0,0,0,1.98,0,0,0,7,-149.9
0.324,0.3,3.73,472,5.3,0,0,0,0,1.47,0,0,0,7,-148
0.37,0.336,3.37,444,10,0,0,0,0,2,0,0,0,7,-141.9
0.44,0.308,4.72,350,0,42.86,0,0,0,0,0,0,0,7,-141
0.44,0.308,4.72,350,0,42.86,0,0,0,10,0,0,0,7,-140
0.571,0.4,2.2,642,0,42.85,0,0,0,0.39,0,0,0,7,-136.6
0.43,0.43,2.51,685,0,0,0,0,0,1,0,0,0,7,-133.2
0.44,0.352,4.73,360,0,25,0,0,0,9.72,0,0,0,7,-130.3
0.44,0.352,4.73,360,0,25,0,0,0,0,0,0,0,7,-129.7
0.32,0.216,4.12,400,0,0,0,0,48,1.19,0,0,0,7,-129.7
0.32,0.296,3.77,453,7.95,0,0,0,0,7.73,0,0,0,7,-123.3
0.386,0.35,3.5,492,0,0,0,11.2,0,1.44,0,0,0,7,-120.9
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.16,137,20,7,-120.4
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,205,12.5,7,-120
0.457,0.32,4.47,368,0,0,42.6,0,0,1.8,0,0,0,7,-117
0.4,0.4,3,500,0,0,0,0,0,0.8,0,0,0,7,-115.9
0.65,0.65,7.96,250,0,0,0,0,0,0.25,0,0,0,7,-115.6
0.38,0.38,3.75,455,0,0,0,0,0,7.69,0,0,0,7,-115
0.396,0.35,3.75,447,11.2,0,0,0,0,1.5,0,0,0,7,-113.9
0.74,0.37,7.48,227,0,0,100,0,0,1.8,0,0,0,7,-112.7
0.35,0.315,3.75,446,11.21,0,0,0,0,0,0,0,0,7,-111.9
0.305,0.28,3.19,530,0,0,0,8.86,0,1.57,0,0,0,7,-109.9
0.39,0.351,4.14,424,11.08,0,0,0,0,2,0,0,0,7,-107
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,142,12.5,7,-106.7
0.3,0.3,0,1619,0,0,0,0,0,0.42,0.57,40,21,7,-106
0.4,0.4,3.63,450,0,0,0,0,0,0.1,0,0,0,7,-105.6
0.26,0.26,3.7,496,0,0,0,0,0,0,0,0,0,7,-101.8
0.34,0.34,3.77,453,0,0,0,0,0,7.73,0,0,0,7,-101.6
0.8,0.4,6,250,0,0,100,0,0,0.5,0,0,0,7,-101.1
0.376,0.35,3.58,473,5.3,0,0,0,0,1.34,0,0,0,7,-100
0.35,0.332,3.58,471,5.31,0,0,0,0,0,0,0,0,7,-99
0.26,0.26,3.7,496,0,0,0,0,0,1.81,0,0,0,7,-99
0.6,0.529,5.63,300,0,30,0,0,0,0.7,0,0,0,7,-97.7
0.53,0.53,5.25,350,0,0,0,0,0,0,0,0,0,7,-97.2
0.37,0.336,4.06,440,10,0,0,0,0,1.02,0,0,0,7,-96.4
0.39,0.361,3.74,431,8.1,0,0,0,32.48,2.11,0,0,0,7,-94.5
0.38,0.352,3.77,453,7.95,0,0,0,0,7.73,0,0,0,7,-94.2
0.3,0.3,3.6,497,0,0,0,0,0,0,0,0,0,7,-90.5
0.5,0.45,5.36,340,11.18,0,0,0,0,1.56,0,0,0,7,-88.5
0.3,0.274,3.28,530,9.62,0,0,0,0,1.43,0,0,0,7,-88.2
0.3,0.3,3.6,497,0,0,0,0,0,1.45,0,0,0,7,-88
0.44,0.176,0.3,714,0,0,100,0,50,0.8,0,0,0,7,-87.6
0.615,0.4,4.615,325,0,53.8,0,0,0,0.7,0,0,0,7,-87
0.32,0.32,3.15,525,0,0,0,0,0,1.8,0,0,0,7,-85.6
0.4,0.4,3.92,438,0,0,0,0,0,0.6,0,0,0,7,-83.8
0.528,0.37,5.36,318,0,0,42.8,0,0,1.8,0,0,0,7,-83.7
0.4,0.4,3.92,438,0,0,0,0,0,0.6,0,0,0,7,-81.1
0.84,0.42,8.72,200,0,0,100,0,0,1.8,0,0,0,7,-75.7
0.37,0.348,3.94,470,6.38,0,0,0,0,2.08,0,0,0,7,-74.5
0.25,0.227,3.22,545,10.09,0,0,0,0,1.98,0,0,0,7,-73.5
0.25,0.25,2.82,582,0,0,0,0,0,1.4,0.35,200,13,7,-72.6
0.41,0.352,4.35,425,16.47,0,0,0,0,3.14,0,0,0,7,-72.4
0.36,0.333,4.32,418,8.1,0,0,0,0,1.51,0,0,0,7,-69.9
0.3,0.3,2.75,596.3,0,0,0,0,0,0.5,0.2,482,10.99,7,-68.3
0.39,0.39,4.06,450,0,0,0,0,0,1.31,0,0,0,7,-67.1
0.5,0.5,5.09,350,0,0,0,0,0,0.3,0,0,0,7,-64.8
0.38,0.38,3.69,468,0,0,0,0,0,1,0.6,125,10,7,-64.6
0.24,0.2,0,1030,19.7,0,0,0,23.8,1.44,0.3,100,27,7,-62.5
0.5,0.5,5.09,350,0,0,0,0,0,0.3,0,0,0,7,-62
0.31,0.282,3.56,495,10.1,0,0,0,0,0.93,0,0,0,7,-61.7
0.33,0.33,3.45,512,0,0,0,0,0,0.7,0.26,137,20,7,-60.5
0.44,0.44,3.7,450,0,0,0,0,0,3,0,0,0,7,-60.2
0.42,0.358,4.85,374,0,17.46,0,0,0,0,0,0,0,7,-60
0.937,0.47,6,258,0,0,100,0,0,0,0,0,0,7,-59.9
0.42,0.359,4.13,415,0,17.14,0,0,0,0,0,0,0,7,-59
0.37,0.353,4,430,4.88,0,0,0,0,0.6,0,0,0,7,-57.7
0.36,0.328,3.82,445,9.89,0,0,0,0,0.85,0,0,0,7,-57.5
0.43,0.43,4.33,383,0,0,0,0,42.5,3.58,0,0,0,7,-57.5
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,586,20,7,-56.6
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,586,20,7,-56.2
0.41,0.348,4.39,403,0,17.65,0,0,0,0,0,0,0,7,-56
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,7,-51.7
0.37,0.37,3.77,454,0,0,0,0,0,1.8,0,0,0,7,-51
0.3,0.274,3.28,530,9.62,0,0,0,0,1.43,0,0,0,7,-50.2
0.31,0.282,3.56,495,10.1,0,0,0,0,0.93,0,0,0,7,-48.8
0.42,0.359,4.15,415,0,17.14,0,0,0,0,0,0,0,7,-48
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,7,-47.6
0.6,0.6,6.43,292,0,0,0,0,0,0.1,0,0,0,7,-47.5
0.6,0.6,6.43,292,0,0,0,0,0,0.3,0,0,0,7,-46.4
0.4,0.34,5.04,368,0,17.74,0,0,0,0,0,0,0,7,-46
0.65,0.43,5.86,283,0,0,0,0,67.8,1.23,0,0,0,7,-41.4
0.32,0.32,0,1581,0,0,0,0,0,0,0,0,0,7,-40.1
0.3,0.3,2.75,588.6,0,0,0,0,0,0.5,0.4,482,10.99,7,-37.4
0.35,0.35,3.5,498,0,0,0,0,0,0,0,0,0,7,-36.1
0.35,0.35,3.5,498,0,0,0,0,0,0.82,0,0,0,7,-36
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,7,-35.9
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,7,-34.8
0.5,0.35,7.09,266,0,42.85,0,0,0,0.6,0,0,0,7,-34.7
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,324,20,7,-34.5
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,7,-34.1
0.5,0.5,4.66,370,0,0,0,0,0,9.46,0,0,0,7,-31.8
0.5,0.5,4.66,370,0,0,0,0,0,0,0,0,0,7,-31.8
0.56,0.56,4.57,350,0,0,0,0,0,1.43,0,0,0,7,-31.6
0.36,0.328,3.82,445,9.89,0,0,0,0,0.85,0,0,0,7,-26.5
0.35,0.35,3.7,500,0,0,0,0,0,1.63,0,0,0,7,-26.4
0.3,0.18,1.52,663,6.3,62,0,0,0,2,0.4,62.8,35,7,-25.2
0.6,0.42,6.24,280,0,0,42.9,0,0,1.8,0,0,0,7,-25.1
0.3,0.273,3.69,490,10,0,0,0,0,1.76,0,0,0,7,-23.5
0.4,0.4,3.63,450,0,0,0,0,0,0.1,0,0,0,7,-23.1
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,7,-19.9
0.74,0.4,10.48,183.6,0,0,0,57.4,27.8,0.1,0,0,0,7,-19.9
0.4,0.4,5.26,360,0,0,0,0,0,0.6,0,0,0,7,-19.8
0.643,0.45,9,217,0,42.85,0,0,0,0.65,0,0,0,7,-19.7
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,7,-19.5
0.86,0.86,4.75,457,0,0,0,0,0,0,0,0,0,7,-19.2
0.37,0.336,4.06,440,10,0,0,0,0,1.02,0,0,0,7,-18.9
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,7,-18.8
0.42,0.42,4.3875,400,0,0,0,0,0,1.8,0,0,0,7,-18
0.58,0.58,7.15,275,0,0,0,0,0,0,0,0,0,7,-17.1
0.39,0.351,4.11,450,11.11,0,0,0,0,2.6,0,0,0,7,-15.8
0.37,0.336,4.06,440,10,0,0,0,0,1.02,0,0,0,7,-15.7
0.35,0.35,3.96,450,0,0,0,0,0,2.5,0,0,0,7,-15.5
0.63,0.504,5.74,296,0,25,0,0,0,0,0,0,0,7,-15.2
0.63,0.504,5.74,296,0,25,0,0,0,11.82,0,0,0,7,-14.4
0.44,0.44,4.84,375,0,0,0,0,0,0,0,0,0,7,-13.9
0.32,0.305,4.12,455,5.05,0,0,0,0,1.12,0,0,0,7,-13.5
0.69,0.69,7.04,275,0,0,0,0,0,0,0,0,0,7,-11.5
0.926,0.5,11.56,167.4,0,0,0,57.4,27.8,1,0,0,0,7,-11.1
0.55,0.55,4.75,360,0,0,0,0,0,0,0,0,0,7,-6.4
0.5,0.5,6.24,310,0,0,0,0,0,0.02,0,0,0,7,-5
0.58,0.58,4.75,337,0,0,0,0,0,0,0,0,0,7,-1.4
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,7,-1.2
0.59,0.59,5.67,320,0,0,0,0,0,0,0,0,0,7,-0.5
0.285,0.26,3.83,471,5.3,0,0,0,0,1.78,0,0,0,7,0
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,7,0
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,7,0
0.8,0.8,4.75,389,0,0,0,0,0,0,0,0,0,7,0
0.3,0.3,2.75,586.2,0,0,0,0,0,0.5,0.4,535,12.7,7,0.8
0.56,0.56,4.75,317,0,0,0,0,0,0,0,0,0,7,3.8
0.55,0.55,4.75,323,0,0,0,0,0,0,0,0,0,7,4
0.47,0.47,4.5,385,0,0,0,0,0,0,0,0,0,7,4.8
0.75,0.75,4.75,425,0,0,0,0,0,0,0,0,0,7,7.4
0.4,0.4,4.75,267,0,0,0,0,0,0,0,0,0,7,8.5
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,7,9
0.45,0.45,4.75,291,0,0,0,0,0,0,0,0,0,7,13.7
0.42,0.42,4.32,418,0,0,0,0,0,0,0,0,0,7,15
0.46,0.46,3.73,452,0,0,0,0,0,0,0,0,0,7,15
0.63,0.63,4.75,387,0,0,0,0,0,0,0,0,0,7,17
0.76,0.76,4.75,383,0,0,0,0,0,0,0,0,0,7,19
0.48,0.48,4.75,292,0,0,0,0,0,0,0,0,0,7,19.1
0.25,0.25,2.82,582,0,0,0,0,0,2,0.7,200,13,7,19.4
0.5,0.5,4.75,311,0,0,0,0,0,0,0,0,0,7,23.7
0.3,0.3,2.75,588.6,0,0,0,0,0,0.5,0.6,482,10.99,7,24.7
0.8,0.8,4.75,405,0,0,0,0,0,0,0,0,0,7,25.7
0.3,0.3,2.75,591.7,0,0,0,0,0,0.5,0.4,166,8.75,7,34
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,7,35.6
0.54,0.54,4.75,326,0,0,0,0,0,0,0,0,0,7,36.8
0.67,0.67,4.75,351,0,0,0,0,0,0,0,0,0,7,38
0.59,0.59,5.67,320,0,0,0,0,0,0,0,0,0,7,38.2
0.45,0.45,4.53,357,0,0,0,0,55.71,0,0,0,0,7,39
0.62,0.62,4.75,344,0,0,0,0,0,0,0,0,0,7,44
0.3,0.3,2.75,597.3,0,0,0,0,0,0.5,0.4,645,4.82,7,50.8
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.3,130,20,7,51.3
0.67,0.67,4.75,366,0,0,0,0,0,0,0,0,0,7,65.7
0.35,0.3,0,1370,0,0,17.6,0,0,0.42,0.22,100,61,7,68.9
0.35,0.3,0,1360,0,17.6,0,0,0,0.42,0.22,100,61,7,71
0.25,0.25,0,1762,0,0,0,0,0,0,0.7,200,13,7,142.2
0.6,0.3,0,798,0,0,100,0,0,0.42,0.22,100,61,7,171.6
0.43,0.3,0,1124,0,0,42.8,0,0,0.42,0.22,100,61,7,187
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0.6,130,20,7,192.9
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.2,200,35,7,438.3
0.3,0.25,0,1440,20,0,0,0,0,1,0.6,107.5,12.5,7,474.4
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.3,200,20,7,489.6
0.3,0.25,0,1440,20,0,0,0,0,1,0.6,142,12.5,7,615.9
0.3,0.25,0,1440,20,0,0,0,0,1,0.6,205,12.5,7,756.8
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.6,200,20,7,866.2
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.4,200,35,7,979.7
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.3,200,35,7,982.7
0.3,0.25,0,1440,20,0,0,0,0,0.8,0,200,20,14,-3465.1
0.3,0.25,0,1440,20,0,0,0,0,0.8,0,200,35,14,-3416.3
0.3,0.25,0,1440,20,0,0,0,0,0,0,107.5,12.5,14,-2874.2
0.25,0.25,0,1762,0,0,0,0,0,0,0,200,13,14,-2862.9
0.34,0.28,0,1367,20,0,0,0,0,0,0,107.5,12.5,14,-2801.8
0.28,0.25,0,1567,11.1,0,0,0,0,0,0,200,13,14,-2722.1
0.38,0.31,0,1300,20,0,0,0,0,0,0,107.5,12.5,14,-2549
0.23,0.23,0,670,0,0,0,0,0,0.049,0,0,0,14,-1992.3
0.23,0.227,0,670,1.49,0,0,0,0,0.05,0,0,0,14,-1888.9
0.19,0.171,1.47,864,10.88,0,0,0,0,2.5,0,0,0,14,-1574.3
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,14,-1535.2
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,14,-1499.6
0.33,0.18,2,578,45.5,36.3,0,0,0,2.5,0,120,6,14,-1324.8
0.19,0.171,1.47,864,10.88,0,0,0,0,2.5,0,0,0,14,-1302.1
0.316,0.3,0,1526,0,0,0,5.26,0,0,0,0,0,14,-1286.9
0.25,0.25,0,1544,0,0,0,0,0,0,0,200,13,14,-1282.6
0.3,0.3,0,1606,0,0,0,0,0,0,0,0,0,14,-1194
0.333,0.3,0,1445,0,0,0,11.1,0,0,0,0,0,14,-1162
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,14,-1122
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,14,-1115.2
0.353,0.3,0,1365,0,0,0,17.6,0,0,0,0,0,14,-1099.9
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,14,-1097.5
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,69,12.5,14,-1082.9
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,54,12.5,14,-1073
0.28,0.25,0,1567,11.1,0,0,0,0,0,0.35,200,13,14,-1054.2
0.25,0.25,0,1762,0,0,0,0,0,0,0.35,200,13,14,-1014.4
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,82.5,12.5,14,-1009
0.5,0.5,0,1215,0,0,0,0,0,0,0,0,0,14,-965
0.526,0.5,0,1154,0,0,0,5.26,0,0,0,0,0,14,-948.3
0.457,0.32,0,1106,0,0,14.3,0,28.6,0,0,0,0,14,-939
0.375,0.3,0,1285,0,0,0,25,0,0,0,0,0,14,-908.3
0.3,0.25,0,1440,20,0,0,0,0,0.8,0.1,200,35,14,-905.3
0.226,0.183,2.15,620,18.4,26.6,0,0,0,5.8,0,0,0,14,-900.1
1.6,0.32,0,316.2,0,0,300,0,100,0,0,0,0,14,-897.8
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,107.5,12.5,14,-892.3
0.4,0.22,2,556,45.5,36.3,0,0,0,2.5,0,120,6,14,-863.5
0.64,0.32,0,790.5,0,0,60,0,40,0,0,0,0,14,-842
0.3,0.3,0,1619,0,0,0,0,0,0.3,0,0,0,14,-819.5
0.4,0.32,0,1264,0,0,0,0,25,0,0,0,0,14,-818.3
0.22,0.22,2.03,750,0,0,0,0,0,1.4,0,0,0,14,-797.6
0.33,0.18,2,578,45.5,36.3,0,0,0,2.5,0.6,120,6,14,-791.7
0.26,0.224,1.2,800,16.2,0,0,0,26.88,3,0,0,0,14,-790.9
0.23,0.192,1.24,800,20,0,0,0,26.25,3,0,0,0,14,-777.8
0.44,0.44,1.35,600,0,0,0,0,0,1.4,0,100,20,14,-737.6
0.555,0.5,0,1093,0,0,0,11.1,0,0,0,0,0,14,-732.8
1.6,0.32,0,316.2,0,0,350,0,50,0,0,0,0,14,-732.2
0.3,0.258,1.11,800,16.2,0,0,0,25,3,0,0,0,14,-722.3
0.366,0.3,3.9,431,0,22.5,0,0,0,0.9,0,0,0,14,-721.3
0.23,0.198,1.27,800,16.2,0,0,0,27.5,3,0,0,0,14,-713.3
0.37,0.3,3.93,429,0,23.7,0,0,0,0.8,0,0,0,14,-711.8
0.64,0.32,0,790.5,0,0,80,0,20,0,0,0,0,14,-702.2
0.23,0.209,1.34,800,10,0,0,0,28.75,3,0,0,0,14,-701.4
0.23,0.219,1.38,800,5,0,0,0,30.63,3,0,0,0,14,-701.2
1.6,0.32,0,316.2,0,0,400,0,0,0,0,0,0,14,-693.7
0.25,0.25,0,1544,0,0,0,0,0,0,0.46,200,13,14,-679.9
0.3,0.3,3.06,550,0,0,0,0,0,0.9,0,0,0,14,-656.1
0.26,0.224,1.58,700,16.2,0,0,0,34.86,3,0,0,0,14,-633.9
0.64,0.32,0,790.5,0,0,100,0,0,0,0,0,0,14,-627
0.3,0.258,1.98,600,16.2,0,0,0,44.67,3,0,0,0,14,-620.7
0.457,0.32,0,1106,0,0,28.6,0,14.3,0,0,0,0,14,-619.9
0.44,0.44,1.35,600,0,0,0,0,0,1.4,0.2,100,20,14,-615.1
0.522,0.47,3.33,467,0,0,11.1,0,0,0,0,0,0,14,-608.8
0.23,0.198,1.27,800,16.2,0,0,0,27.5,3,0,0,0,14,-607
0.23,0.209,1.34,800,10,0,0,0,28.75,3,0,0,0,14,-602.8
0.588,0.5,0,1032,0,0,0,17.6,0,0,0,0,0,14,-592.8
0.355,0.32,0,1423,0,0,0,0,11.1,0,0,0,0,14,-590.6
0.23,0.192,1.24,800,20,0,0,0,26.25,3,0,0,0,14,-589.9
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,142,12.5,14,-587.7
0.44,0.44,1.35,600,0,0,0,0,0,1.4,0.6,100,20,14,-587.4
0.4,0.2,4.28,350,0,0,100,0,0,1.5,0,0,0,14,-579.3
0.26,0.224,1.58,700,16.2,0,0,0,34.86,3,0,0,0,14,-560.8
0.22,0.157,0,1446,0,0,0,0,40,1.2,0,0,0,14,-552.8
0.44,0.44,1.35,600,0,0,0,0,0,1.4,0.4,100,20,14,-551.5
0.24,0.216,1.99,715,11.19,0,0,0,0,1.8,0,0,0,14,-547.9
0.3,0.3,3.1,533,0,0,0,0,0,0.3,0,0,0,14,-545.2
0.33,0.297,3.82,450,11,0,0,0,0,0,0,0,0,14,-541.1
0.18,0.18,1,1143,0,0,0,0,0,3.7,0,0,0,14,-532.6
0.26,0.224,1.2,800,16.2,0,0,0,26.88,3,0,0,0,14,-529.6
0.38,0.304,3.95,377,25,0,0,0,0,0,0,0,0,14,-521.5
0.47,0.47,3,520,0,0,0,0,0,0,0,0,0,14,-517.3
0.38,0.38,3.9,380,0,0,0,0,0,0,0,0,0,14,-509.4
0.671,0.47,4.29,362,0,0,42.85,0,0,0,0,0,0,14,-499.3
0.513,0.3,5.69,296,0,71.6,0,0,0,0.78,0,0,0,14,-494.3
0.23,0.219,1.38,800,5,0,0,0,30.63,3,0,0,0,14,-492.2
0.4,0.4,0,450,0,0,0,0,0,0,0,0,0,14,-482.5
0.3,0.258,1.98,600,16.2,0,0,0,44.67,3,0,0,0,14,-477.3
0.3,0.3,0,533,0,0,0,0,0,0,0,0,0,14,-470.8
0.3,0.258,1.11,800,16.2,0,0,0,25,3,0,0,0,14,-467.7
0.3,0.3,3.04,485,0,0,0,0,0,0,0,0,0,14,-466.1
0.3,0.3,3.04,485,0,0,0,0,0,0,0,0,0,14,-465.6
0.492,0.47,3.15,493,0,0,0,0,5.26,0,0,0,0,14,-462.2
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0,324,20,14,-457.9
0.3,0.3,3.04,485,0,0,0,0,0,0,0,0,0,14,-456
0.55,0.47,3.52,440,0,0,0,0,17.64,0,0,0,0,14,-449.5
0.416,0.25,1.2,585,25,0,41.6,0,0,1.4,0,0,0,14,-436.1
0.3,0.27,1.74,700,10,0,0,0,0,1.8,0,586,20,14,-433.5
0.456,0.32,0,1107,0,0,42.8,0,0,0,0,0,0,14,-431.8
0.22,0.22,0.4,1446,0,0,0,0,0,1,0,0,0,14,-430.9
0.625,0.47,4,387,0,0,0,0,33.3,0,0,0,0,14,-424
0.387,0.35,3.5,490,11.22,0,0,0,0,1.88,0,0,0,14,-423.2
0.3,0.25,0,1440,20,0,0,0,0,1,0.3,205,12.5,14,-409.2
